_raw_row_id,vin,trigger,signal,scalar,series,timestamp,ingestion_timestamp,fuel,hyb,model
33,VIN000,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.809, 48.8115, 48.814, 48.8165, 48.819]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
34,VIN000,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.212, 2.21625, 2.2205, 2.22475, 2.229]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
32,VIN000,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
30,VIN000,Vehicle/Trigger/EndOfJourney,locationLatitude,48.819,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
31,VIN000,Vehicle/Trigger/EndOfJourney,locationLongitude,2.229,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
38,VIN000,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
36,VIN000,Vehicle/Trigger/StartOfJourney,locationLatitude,48.812,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
37,VIN000,Vehicle/Trigger/StartOfJourney,locationLongitude,2.216,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
44,VIN000,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
42,VIN000,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.812, 48.8148, 48.8176, 48.8204, 48.8232, 48.826]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
43,VIN000,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.216, 2.2176, 2.2192, 2.2208, 2.2224, 2.224]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
41,VIN000,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
39,VIN000,Vehicle/Trigger/EndOfJourney,locationLatitude,48.826,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
40,VIN000,Vehicle/Trigger/EndOfJourney,locationLongitude,2.224,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
47,VIN001,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
45,VIN001,Vehicle/Trigger/StartOfJourney,locationLatitude,48.83,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
46,VIN001,Vehicle/Trigger/StartOfJourney,locationLongitude,2.22,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
53,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
51,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.83, 48.8325, 48.835, 48.8375, 48.84]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
52,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.22, 2.222, 2.224, 2.226, 2.228]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
50,VIN001,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
48,VIN001,Vehicle/Trigger/EndOfJourney,locationLatitude,48.84,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
49,VIN001,Vehicle/Trigger/EndOfJourney,locationLongitude,2.228,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
56,VIN001,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
54,VIN001,Vehicle/Trigger/StartOfJourney,locationLatitude,48.833,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
55,VIN001,Vehicle/Trigger/StartOfJourney,locationLongitude,2.224,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
62,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
60,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.833, 48.8358, 48.8386, 48.8414, 48.8442, 48.847]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
61,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.224, 2.2262, 2.2284, 2.2306, 2.2328, 2.235]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
59,VIN001,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
57,VIN001,Vehicle/Trigger/EndOfJourney,locationLatitude,48.847,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
58,VIN001,Vehicle/Trigger/EndOfJourney,locationLongitude,2.235,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
65,VIN001,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
63,VIN001,Vehicle/Trigger/StartOfJourney,locationLatitude,48.836,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
64,VIN001,Vehicle/Trigger/StartOfJourney,locationLongitude,2.228,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
71,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
69,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.836, 48.839, 48.842, 48.845, 48.848, 48.851, 48.854]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
70,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.228, 2.2303333, 2.2326667, 2.235, 2.2373333, 2.2396667, 2.242]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
68,VIN001,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
66,VIN001,Vehicle/Trigger/EndOfJourney,locationLatitude,48.854,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
67,VIN001,Vehicle/Trigger/EndOfJourney,locationLongitude,2.242,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
74,VIN001,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
72,VIN001,Vehicle/Trigger/StartOfJourney,locationLatitude,48.839,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
73,VIN001,Vehicle/Trigger/StartOfJourney,locationLongitude,2.232,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
80,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
78,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.839, 48.8415, 48.844, 48.8465, 48.849]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
79,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.232, 2.23625, 2.2405, 2.24475, 2.249]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
77,VIN001,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
75,VIN001,Vehicle/Trigger/EndOfJourney,locationLatitude,48.849,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
76,VIN001,Vehicle/Trigger/EndOfJourney,locationLongitude,2.249,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
83,VIN001,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
81,VIN001,Vehicle/Trigger/StartOfJourney,locationLatitude,48.842,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
82,VIN001,Vehicle/Trigger/StartOfJourney,locationLongitude,2.236,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
89,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
87,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.842, 48.8448, 48.8476, 48.8504, 48.8532, 48.856]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
88,VIN001,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.236, 2.2376, 2.2392, 2.2408, 2.2424, 2.244]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
86,VIN001,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
84,VIN001,Vehicle/Trigger/EndOfJourney,locationLatitude,48.856,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
85,VIN001,Vehicle/Trigger/EndOfJourney,locationLongitude,2.244,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
92,VIN002,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
90,VIN002,Vehicle/Trigger/StartOfJourney,locationLatitude,48.86,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
91,VIN002,Vehicle/Trigger/StartOfJourney,locationLongitude,2.24,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
98,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
96,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.86, 48.8625, 48.865, 48.8675, 48.87]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
97,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.24, 2.242, 2.244, 2.246, 2.248]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
95,VIN002,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
93,VIN002,Vehicle/Trigger/EndOfJourney,locationLatitude,48.87,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
94,VIN002,Vehicle/Trigger/EndOfJourney,locationLongitude,2.248,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
101,VIN002,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
99,VIN002,Vehicle/Trigger/StartOfJourney,locationLatitude,48.863,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
100,VIN002,Vehicle/Trigger/StartOfJourney,locationLongitude,2.244,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
107,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
105,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.863, 48.8658, 48.8686, 48.8714, 48.8742, 48.877]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
106,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.244, 2.2462, 2.2484, 2.2506, 2.2528, 2.255]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
104,VIN002,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
102,VIN002,Vehicle/Trigger/EndOfJourney,locationLatitude,48.877,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
103,VIN002,Vehicle/Trigger/EndOfJourney,locationLongitude,2.255,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
110,VIN002,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
108,VIN002,Vehicle/Trigger/StartOfJourney,locationLatitude,48.866,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
109,VIN002,Vehicle/Trigger/StartOfJourney,locationLongitude,2.248,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
116,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
114,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.866, 48.869, 48.872, 48.875, 48.878, 48.881, 48.884]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
115,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.248, 2.2503333, 2.2526667, 2.255, 2.2573333, 2.2596667, 2.262]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
113,VIN002,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
111,VIN002,Vehicle/Trigger/EndOfJourney,locationLatitude,48.884,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
112,VIN002,Vehicle/Trigger/EndOfJourney,locationLongitude,2.262,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
119,VIN002,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
117,VIN002,Vehicle/Trigger/StartOfJourney,locationLatitude,48.869,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
118,VIN002,Vehicle/Trigger/StartOfJourney,locationLongitude,2.252,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
125,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
123,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.869, 48.8715, 48.874, 48.8765, 48.879]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
124,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.252, 2.25625, 2.2605, 2.26475, 2.269]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
122,VIN002,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
120,VIN002,Vehicle/Trigger/EndOfJourney,locationLatitude,48.879,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
121,VIN002,Vehicle/Trigger/EndOfJourney,locationLongitude,2.269,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
128,VIN002,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
126,VIN002,Vehicle/Trigger/StartOfJourney,locationLatitude,48.872,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
127,VIN002,Vehicle/Trigger/StartOfJourney,locationLongitude,2.256,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
134,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
132,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.872, 48.8748, 48.8776, 48.8804, 48.8832, 48.886]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
133,VIN002,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.256, 2.2576, 2.2592, 2.2608, 2.2624, 2.264]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
131,VIN002,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
129,VIN002,Vehicle/Trigger/EndOfJourney,locationLatitude,48.886,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
130,VIN002,Vehicle/Trigger/EndOfJourney,locationLongitude,2.264,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
137,VIN003,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
135,VIN003,Vehicle/Trigger/StartOfJourney,locationLatitude,48.89,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
136,VIN003,Vehicle/Trigger/StartOfJourney,locationLongitude,2.26,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
143,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
141,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.89, 48.8925, 48.895, 48.8975, 48.9]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
142,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.26, 2.262, 2.264, 2.266, 2.268]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
140,VIN003,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
138,VIN003,Vehicle/Trigger/EndOfJourney,locationLatitude,48.9,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
139,VIN003,Vehicle/Trigger/EndOfJourney,locationLongitude,2.268,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
